BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,2937.12,2937.12
,SERGEANT AT ARMS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,2198792.19,2198792.19
,SERGEANT AT ARMS,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,249.07,249.07
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,43125,43125
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,301541.66,301541.66
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",3751.97,3751.97
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,21.5,21.5
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,1064.36,1064.36
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2011Q4,EQUIPMENT,2494.92,2494.92
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,107750.01,107750.01
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,108526.77,108526.77
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,46410.12,46410.12
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",1623.67,1623.67
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,346.52,346.52
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,745431.51,745431.51
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,TRAVEL,2554.1,2554.1
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",5447.37,5447.37
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,32158.05,32158.05
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,3715.58,3715.58
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,1256.45,1256.45
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,39999.99,39999.99
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",107.89,107.89
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2011Q4,EQUIPMENT,245.7,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,FRANKED MAIL,329.39,329.39
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,514934.52,514934.52
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",1296.44,1296.44
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,5940,5940
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,6521.09,6521.09
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,12286.43,12286.43
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,FRANKED MAIL,1.46,1.46
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,1841202.84,1841202.84
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",7250.78,7250.78
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,8.1,8.1
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,5374.83,5374.83
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,10318.07,10318.07
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2011Q4,EQUIPMENT,2033.38,2033.38
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,69307.26,69307.26
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,TRAVEL,100,100
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",555.63,555.63
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,923.8,923.8
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,13051.85,13051.85
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2011Q4,EQUIPMENT,570,570
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,619020.51,619020.51
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,55941.88,55941.88
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,15997.5,15997.5
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,1195,1195
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2011Q4,EQUIPMENT,625,625
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,38000,38000
,OEM,FISCAL YEAR 2012,2011Q4,TRAVEL,16.69,16.69
,OEM,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",13.16,13.16
,OEM,FISCAL YEAR 2012,2011Q4,TRAVEL,26689.3,26689.3
,OEM,FISCAL YEAR 2012,2011Q4,"RENT, COMMUNICATION, UTILITIES",37816.18,37816.18
,OEM,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,2437.14,2437.14
,OEM,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,417403.77,417403.77
,OEM,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,5723.74,5723.74
,OEM,FISCAL YEAR 2012,2011Q4,EQUIPMENT,12035.96,12035.96
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,330284.52,330284.52
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,35640.68,35640.68
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2012,2011Q4,EQUIPMENT,1779.58,1779.58
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,TRAVEL,18184.58,18184.58
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PRINTING AND REPRODUCTION,386.15,386.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,1515,1515
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,361.37,361.37
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2011Q4,PERSONNEL COMPENSATION,334202.24,334202.24
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,4181.04,4181.04
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,6674.29,6674.29
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,EQUIPMENT,904755.02,904755.02
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,SUPPLIES AND MATERIALS,4678.56,4678.56
,HOUSE RECORDING STUDIO,FISCAL YEAR 2012,2011Q4,EQUIPMENT,49921.78,49921.78
,JOINT COMM DEFICIT REDUCTION,FISCAL YEAR 2012,2011Q4,OTHER SERVICES,38224.05,38224.05
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,FRANKED MAIL,28281.99,2146.1
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,PERSONNEL COMPENSATION,916108.34,236336.67
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,TRAVEL,15760.83,3903.24
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",117547.82,29412.59
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,PRINTING AND REPRODUCTION,18944.16,871.86
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,OTHER SERVICES,51641.78,14233.05
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,SUPPLIES AND MATERIALS,32939.54,8717.47
A000022,HON. GARY L. ACKERMAN,2011,2011Q4,EQUIPMENT,2410.16,538.74
A000366,HON. SANDY ADAMS,2011,2011Q4,FRANKED MAIL,67276.74,62727.09
A000366,HON. SANDY ADAMS,2011,2011Q4,PERSONNEL COMPENSATION,732574.94,209208.33
A000366,HON. SANDY ADAMS,2011,2011Q4,TRAVEL,23635.19,7381.13
A000366,HON. SANDY ADAMS,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",64487.78,16257.57
A000366,HON. SANDY ADAMS,2011,2011Q4,PRINTING AND REPRODUCTION,98542.46,92083.91
A000366,HON. SANDY ADAMS,2011,2011Q4,OTHER SERVICES,47091.95,10468.3
A000366,HON. SANDY ADAMS,2011,2011Q4,SUPPLIES AND MATERIALS,31962.96,18032.44
A000366,HON. SANDY ADAMS,2011,2011Q4,EQUIPMENT,9057.3,5643.68
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,FRANKED MAIL,7911.96,2365.89
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,PERSONNEL COMPENSATION,1008149.54,295593.56
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,TRAVEL,75234.75,30941.19
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",74180.99,18479.8
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,PRINTING AND REPRODUCTION,8753.47,857.05
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,OTHER SERVICES,44826.41,10503.36
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,SUPPLIES AND MATERIALS,28722.22,8381.74
A000055,HON. ROBERT B. ADERHOLT,2011,2011Q4,EQUIPMENT,3051.22,330
A000358,HON. W. TODD AKIN,2011,2011Q4,FRANKED MAIL,10488.91,5040.83
A000358,HON. W. TODD AKIN,2011,2011Q4,PERSONNEL COMPENSATION,922306.72,226727.81
A000358,HON. W. TODD AKIN,2011,2011Q4,TRAVEL,24990.07,5502.28
A000358,HON. W. TODD AKIN,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",111041.47,28370.77
A000358,HON. W. TODD AKIN,2011,2011Q4,PRINTING AND REPRODUCTION,1508.07,288.1
A000358,HON. W. TODD AKIN,2011,2011Q4,OTHER SERVICES,35124,14768.5
A000358,HON. W. TODD AKIN,2011,2011Q4,SUPPLIES AND MATERIALS,13164.64,8952.32
A000358,HON. W. TODD AKIN,2011,2011Q4,EQUIPMENT,4182.88,1795.72
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,FRANKED MAIL,9414.2,5440.94
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,PERSONNEL COMPENSATION,1046950.12,355664.99
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,TRAVEL,79945.14,25711.87
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",90717.69,22437.25
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,PRINTING AND REPRODUCTION,834.74,474.8
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,OTHER SERVICES,48320.7,16590
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,SUPPLIES AND MATERIALS,25929.93,10915.1
A000361,HON. RODNEY ALEXANDER,2011,2011Q4,EQUIPMENT,1600.04,1081.01
A000362,HON. JASON ALTMIRE,2011,2011Q4,FRANKED MAIL,36472.41,17359.53
A000362,HON. JASON ALTMIRE,2011,2011Q4,PERSONNEL COMPENSATION,921033.57,230564.53
A000362,HON. JASON ALTMIRE,2011,2011Q4,TRAVEL,55851.76,19271.27
A000362,HON. JASON ALTMIRE,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",82039.93,21049.82
A000362,HON. JASON ALTMIRE,2011,2011Q4,PRINTING AND REPRODUCTION,63100.1,41945.12
A000362,HON. JASON ALTMIRE,2011,2011Q4,OTHER SERVICES,41904.45,10223.87
A000362,HON. JASON ALTMIRE,2011,2011Q4,SUPPLIES AND MATERIALS,16740.52,5296.01
A000362,HON. JASON ALTMIRE,2011,2011Q4,EQUIPMENT,10140.4,1910.1
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,FRANKED MAIL,44253.79,43216.35
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,PERSONNEL COMPENSATION,792265.24,230692.55
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,TRAVEL,24686.47,8794.48
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,"RENT, COMMUNICATION, UTILITIES",61979.95,13383.07
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,PRINTING AND REPRODUCTION,12366.32,8812.28
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,OTHER SERVICES,33476.18,11083.02
A000367,HON. JUSTIN A. AMASH,2011,2011Q4,SUPPLIES AND MATERIALS,10839.95,3326.83
