BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,89767.27,89767.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,3205.94,3205.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,107150.81,107150.81
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",3152.61,3152.61
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,1000,1000
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,4336,4336
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,115440.99,115440.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,15360.46,15360.46
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,238400.08,238400.08
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,TRAVEL,602.55,602.55
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,52.99,52.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,323647.96,323647.96
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,92256.05,92256.05
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,5080438,5080438
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,TRAVEL,6946.79,6946.79
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",37491.66,37491.66
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,9496.94,9496.94
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,226559.66,226559.66
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,69326.46,69326.46
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,72563.32,72563.32
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,268263,268263
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2010Q4,TRAVEL,112.5,112.5
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",1359.68,1359.68
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,4605.56,4605.56
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2010Q4,EQUIPMENT,3735.51,3735.51
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,1930841.75,1930841.75
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,TRAVEL,5658.93,5658.93
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",20271.82,20271.82
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,51.9,51.9
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,9152.56,9152.56
,SERGEANT AT ARMS,FISCAL YEAR 2011,2010Q4,EQUIPMENT,2572.74,2572.74
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,43125,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,21.5,21.5
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,303874.98,303874.98
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",4420.99,4420.99
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,1201.1,1201.1
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2010Q4,EQUIPMENT,640.47,640.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,79249.98,79249.98
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,108526.77,108526.77
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,63729,63729
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2010Q4,TRAVEL,26,26
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",19879.19,19879.19
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,4000,4000
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,88.61,88.61
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,693994.75,693994.75
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",5436.67,5436.67
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,318.65,318.65
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,40249.58,40249.58
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,6053.74,6053.74
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2010Q4,EQUIPMENT,4228.87,4228.87
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,101088.53,101088.53
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,TRAVEL,10,10
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",1094.53,1094.53
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,343.6,343.6
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,13599.9,13599.9
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,2615.46,2615.46
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2010Q4,EQUIPMENT,514.49,514.49
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,571221.24,571221.24
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",1351.29,1351.29
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,2317,2317
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,8163.37,8163.37
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2010Q4,EQUIPMENT,739.11,739.11
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,1849659.36,1849659.36
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",8738.61,8738.61
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,199.9,199.9
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,37167,37167
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,12198.74,12198.74
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2010Q4,EQUIPMENT,537.23,537.23
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,86624.76,86624.76
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,TRAVEL,24,24
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",1361.8,1361.8
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,28,28
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,1009.77,1009.77
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,1789.9,1789.9
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2010Q4,EQUIPMENT,570,570
,AFS IMMEDIATE OFFICE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,766347.26,766347.26
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,83901.16,83901.16
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,164231.3,164231.3
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,266.17,266.17
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2010Q4,EQUIPMENT,717.02,717.02
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,9974,9974
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2010Q4,EQUIPMENT,18590.47,18590.47
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,35000,35000
,OEPPO,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,365331.55,365331.55
,OEPPO,FISCAL YEAR 2011,2010Q4,TRAVEL,41054.96,41054.96
,OEPPO,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",11273.69,11273.69
,OEPPO,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,118.5,118.5
,OEPPO,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,296150.55,296150.55
,OEPPO,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,5406.06,5406.06
,OEPPO,FISCAL YEAR 2011,2010Q4,EQUIPMENT,115188.45,115188.45
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,6400,6400
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2011,2010Q4,EQUIPMENT,9615.54,9615.54
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2011,2010Q4,"RENT, COMMUNICATION, UTILITIES",-800,-800
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,7900,7900
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,TRAVEL,13008.52,13008.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,PRINTING AND REPRODUCTION,215.5,215.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,39.51,39.51
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,80,80
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,PERSONNEL COMPENSATION,360061.14,360061.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,4160,4160
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,2335.97,2335.97
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2010Q4,EQUIPMENT,47734.44,47734.44
,HOUSE RECORDING STUDIO,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,9143.65,9143.65
,HOUSE RECORDING STUDIO,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,3250,3250
,HOUSE RECORDING STUDIO,FISCAL YEAR 2011,2010Q4,SUPPLIES AND MATERIALS,488.6,488.6
,HOUSE RECORDING STUDIO,FISCAL YEAR 2011,2010Q4,EQUIPMENT,-770,-770
,COMMITTEE RENOVATION PROJECT,FISCAL YEAR 2011,2010Q4,OTHER SERVICES,10629.12,10629.12
,COMMITTEE RENOVATION PROJECT,FISCAL YEAR 2011,2010Q4,EQUIPMENT,14819.79,14819.79
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,FRANKED MAIL,1976.11,0
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,PERSONNEL COMPENSATION,393294.85,0
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,TRAVEL,11342.59,0
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES",36224.42,0
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,PRINTING AND REPRODUCTION,809.17,640.45
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,OTHER SERVICES,27984.94,2496
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,SUPPLIES AND MATERIALS,7554.66,0
A000014,HON. NEIL ABERCROMBIE,2010,2010Q4,EQUIPMENT,10465.64,0
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,FRANKED MAIL,61562.77,1049.18
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,PERSONNEL COMPENSATION,1022840.96,335248.04
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,TRAVEL,14982.81,4355.97
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES",123168.07,30063.09
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,PRINTING AND REPRODUCTION,33530.86,552.09
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,OTHER SERVICES,51813.47,11988
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,SUPPLIES AND MATERIALS,58538.03,33657
A000022,HON. GARY L. ACKERMAN,2010,2010Q4,EQUIPMENT,2983.16,641.04
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,FRANKED MAIL,33617.42,1935.46
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,PERSONNEL COMPENSATION,1085456.23,327995.55
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,TRAVEL,69087.34,21500.82
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES",76950.02,19419.15
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,PRINTING AND REPRODUCTION,34841.41,2459.83
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,OTHER SERVICES,46445.15,11495.3
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,SUPPLIES AND MATERIALS,39466.61,18975.78
A000055,HON. ROBERT B. ADERHOLT,2010,2010Q4,EQUIPMENT,2001,466.5
A000364,HON. JOHN H. ADLER,2010,2010Q4,FRANKED MAIL,227907.76,13469.88
A000364,HON. JOHN H. ADLER,2010,2010Q4,PERSONNEL COMPENSATION,738746.51,180158.38
A000364,HON. JOHN H. ADLER,2010,2010Q4,TRAVEL,31039.96,7503.89
A000364,HON. JOHN H. ADLER,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES",98726.27,15897.34
A000364,HON. JOHN H. ADLER,2010,2010Q4,PRINTING AND REPRODUCTION,199561.35,25879.5
A000364,HON. JOHN H. ADLER,2010,2010Q4,OTHER SERVICES,57827.61,9626.49
A000364,HON. JOHN H. ADLER,2010,2010Q4,SUPPLIES AND MATERIALS,17205.7,779.65
