BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2011,2011Q1,PERSONNEL BENEFITS,2499.99,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,106324.5,56721.75
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,778707.13,418464.58
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,TRAVEL,927.27,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",2698.3,2111.2
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,1887.8,1820
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,2988.6,1755
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,59568.11,50977.96
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,EQUIPMENT,9335.95,9335.95
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,87705.65,1906.64
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,634104.93,363220.13
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,TRAVEL,942.05,825.55
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",4428.52,47.28
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,22017.06,11067.7
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,4063.6,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,64828.47,18988.87
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL BENEFITS,1055.54,1055.54
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,323881.17,122354.67
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,414649.71,184720.4
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,154375.01,77300
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,566417.14,244506.48
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,TRAVEL,17567.24,17439.24
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",1155,1155
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,0,-175
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,2711.54,2005.51
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,28166.94,9259.65
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,156660.29,74785.28
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,491619.38,226063.85
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,TRAVEL,3910.96,101
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",3596.6,1996.6
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,100,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,62168.69,27706.04
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,87996.7,78421.69
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,47,0
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,176.48,95.76
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,358201.87,185679.37
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,5408.55,3452.99
,MINORITY EMPLOYEES,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,641478,380370.51
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,217163.07,87788.07
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,71670.86,25526.45
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,110525.89,71737.9
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,195689.87,89300.87
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,215597.4,119809.92
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,661467.76,79692.76
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,657536.12,405303.53
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1655040,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,133793.35,80276.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,7528.17,45
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,818,818
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,30682733.57,15608204.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,160.65,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,123775.1,79902.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,1739,1739
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,431901.92,116506.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",18369.67,11151.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,3270.51,1651.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,6609.69,2293.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,3597.18,1798.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,178.5,130.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,4040.59,733.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",882.81,10.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,159629.06,123567.78
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,1974.13,447.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,148,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,132624.35,132624.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,266295.09,265896.07
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,62774.34,29052.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",1497829.56,620067.43
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,6649.05,5586.75
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,613019.86,308024.6
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,334211.2,237679.91
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,741162.96,492837.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,67112.14,67112.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,1028.01,1028.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,11386.06,11386.06
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,2213,2213
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,235.33,235.33
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1970.84,1970.84
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,2235,2235
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,114.52,26.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",26655.23,19019.97
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,904522,2522
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,386.55,367.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,648771.03,519903.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,274547.07,184779.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,3205.94,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1205230.46,1098079.65
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",989399.17,986246.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,29400,29400
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,2595.73,1595.73
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,311810.39,311810.39
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,35235,35235
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,76018.16,76018.16
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,311388.34,307052.34
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",1163.75,1163.75
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,62895.94,62895.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,7861.26,7861.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,499066.8,383625.81
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",78.35,78.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1061.14,1061.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,64841.93,64841.93
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,16817.5,16817.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,5099,5099
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,22692.46,7332
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,605052.16,366652.08
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,2721.73,2119.18
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,7890,7890
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,191.78,138.79
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,323647.96,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,79286.91,79286.91
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,499.95,499.95
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,214271.55,122015.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,24219.3,24219.3
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,28042.06,28042.06
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,10288453.08,5208015.08
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,17132.79,10186
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",80356.51,42864.85
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,17472.3,7975.36
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,618975.34,392415.68
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,194016.97,124690.51
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,232193.65,159630.33
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,894.5,894.5
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,19577.41,19577.41
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,502666.81,234403.81
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,TRAVEL,1187.43,1074.93
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",3690.77,2331.09
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,367.45,367.45
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,11682.05,7076.49
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,6256.53,2521.02
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,3827943.19,1897101.44
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,TRAVEL,8815.1,3156.17
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",52629.57,32357.75
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,176.9,125
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,36172.55,36172.55
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,23040.85,13888.29
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,30629.47,28056.73
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,104.13,104.13
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,86250,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,21.5,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,611249.97,307374.99
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",10806.27,6385.28
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,6250,6250
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,1761.23,560.13
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,EQUIPMENT,9869.44,9228.97
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,162999.99,83750.01
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,217053.54,108526.77
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,127458,63729
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,TRAVEL,26,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",27155.69,7276.5
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,344.45,344.45
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,8000,4000
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,266.48,177.87
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,1408587.25,714592.5
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,TRAVEL,1115.76,1115.76
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",14043.37,8606.7
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,375.1,56.45
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,120565.28,80315.7
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,13096.24,7042.5
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,8475.94,4247.07
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,183508.88,82420.35
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,TRAVEL,4841.69,4831.69
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",3703.83,2609.3
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,418.9,75.3
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,19823.9,6224
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,3325.54,710.08
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,EQUIPMENT,4434.01,3919.52
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,1142442.48,571221.24
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",3594.44,2243.15
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,4127,1810
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,15278.92,7115.55
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1743.22,1004.11
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,3699318.72,1849659.36
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",19323.47,10584.86
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,199.9,0
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,76791.4,39624.4
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,19367.13,7168.39
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,54500.87,53963.64
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,171127.95,84503.19
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,TRAVEL,24,0
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",4953.89,3592.09
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,1807.4,1779.4
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,1009.77,0
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,30215.52,28425.62
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1140,570
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,175600.1,175600.1
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2011,2011Q1,EQUIPMENT,1737.1,1737.1
,AFS IMMEDIATE OFFICE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,1274936.51,508589.25
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,123977.1,40075.94
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,286671.31,122440.01
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,266.17,0
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,717.02,0
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,14885,14885
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,10488.76,514.76
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,113093.64,94503.17
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,101500,66500
,OEM,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,725224.11,359892.56
,OEM,FISCAL YEAR 2011,2011Q1,TRAVEL,101917.46,60862.5
,OEM,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",21482.63,10208.94
,OEM,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,284.2,165.7
,OEM,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,558997.27,262846.72
