BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,12408.55,7000
,MINORITY EMPLOYEES,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,1022266.5,380788.5
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,249663.06,32499.99
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,94170.86,22500
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,186304.3,75778.41
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,280169.04,84479.17
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,335953.29,120355.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,797394.68,135926.92
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,52640,52640
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,755872.06,98335.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,1655040,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,214069.36,80276.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,13951.27,6423.1
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,150806.15,149988.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,46109216.21,15426482.64
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,160.65,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,262536.95,138761.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,1739,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,975795.17,543893.25
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",30029.53,11659.86
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,4921.77,1651.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,10316.37,3706.68
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,8264.77,4667.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,446.62,268.12
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRAVEL,5647.84,1607.25
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",882.81,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,215160.35,55531.29
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,1974.13,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,148,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,453538.61,320914.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,412654.72,146359.63
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,43165.15,43165.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRAVEL,168170.76,105396.42
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRANSPORTATION OF THINGS,39600,39600
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",2075196.99,577367.43
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,8166.04,1516.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,1421485.14,808465.28
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,573588.68,239377.48
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,911172.43,170009.47
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,451204.62,451204.62
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",31.56,31.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,205461.98,138349.84
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,3184.97,2156.96
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,20854.46,9468.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,2213,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,235.33,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,1970.84,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,5000,5000
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,2980,745
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRAVEL,157.36,42.84
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",47130.12,20474.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,906250,1728
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,386.55,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,1037911.53,389140.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,568111.52,293564.45
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,3205.94,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,1628145.26,422914.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",2359801.65,1370402.48
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,73267,43867
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,2994.87,399.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,335794.79,23984.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,124417.01,89182.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,124442.28,48424.12
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,311388.34,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",1163.75,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,159317.44,96421.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,28013.75,20152.49
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,839533.81,340467.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",78.35,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,15148.8,15148.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,23799.71,22738.57
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,33161.82,33161.82
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,110476.63,45634.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,16817.5,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,5099,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,22692.46,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,977896,372843.84
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRAVEL,8092.14,5370.41
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,8265,375
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,191.78,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,396246.57,72598.61
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,100000,20713.09
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,1954.95,1455
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,299065.69,84794.14
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,68239.32,44020.02
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,1821.64,1821.64
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,233864.35,205822.29
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,15323615.12,5035162.04
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRAVEL,37101.42,19968.63
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,TRANSPORTATION OF THINGS,643.51,643.51
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",131031.5,50674.99
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,22575.7,5103.4
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,1205058.36,586083.02
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,269476.35,75459.38
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,EQUIPMENT,285008.38,52814.73
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,894.5,0
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,19577.41,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,775884.47,273217.66
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,TRAVEL,3132.52,1945.09
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",5780.21,2089.44
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,429.35,61.9
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,1894.99,1894.99
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,24794.93,13112.88
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q2,EQUIPMENT,12173.86,5917.33
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,6297043.74,2469100.55
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,TRAVEL,14942.68,6127.58
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",84290.83,31661.26
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,390.6,213.7
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,207481.08,171308.53
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,40159.62,17118.77
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,EQUIPMENT,41310.21,10680.74
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,369.93,265.8
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,220,220
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,117875,31625
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,21.5,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,870624.96,259374.99
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",16878.35,6072.08
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,12500,6250
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,3569.23,1808
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q2,EQUIPMENT,10509.91,640.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,294750,131750.01
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,325580.31,108526.77
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,191187,63729
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,TRAVEL,26,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",29675.3,2519.61
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,344.45,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,8593.75,593.75
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,266.48,0
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,2138040.26,729453.01
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,TRAVEL,34246.14,33130.38
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",22494.01,8450.64
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,596.06,220.96
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,404606.5,284041.22
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,16947.76,3851.52
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q2,EQUIPMENT,45032.6,36556.66
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,249887.23,66378.35
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,TRAVEL,6109.53,1267.84
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",9837.26,6133.43
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,520.8,101.9
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,30453.9,10630
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,4853.88,1528.34
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q2,EQUIPMENT,4679.71,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,FRANKED MAIL,141.21,141.21
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,1703100.72,560658.24
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",5898.46,2304.02
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,64603,60476
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,29500.67,14221.75
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q2,EQUIPMENT,12978.47,11235.25
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,FRANKED MAIL,0.82,0.82
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,5526226.18,1826907.46
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",30950.9,11627.43
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,325.6,125.7
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,168726.39,91934.99
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,27786.18,8419.05
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q2,EQUIPMENT,79763.02,25262.15
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,PERSONNEL COMPENSATION,217247.7,46119.75
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,TRAVEL,24,0
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,"RENT, COMMUNICATION, UTILITIES",5942.36,988.47
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,PRINTING AND REPRODUCTION,2965.9,1158.5
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,1009.77,0
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,SUPPLIES AND MATERIALS,72946.99,42731.47
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q2,EQUIPMENT,5110.05,3970.05
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2011,2011Q2,OTHER SERVICES,567607.13,392007.03
