BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,1249.98,0
,CHIEF DEPUTY MINORITY WHIP,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,28000,0
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,658149.9,131082.5
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,648326.95,134251.41
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,627.48,382
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,283275.99,73125
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,1247668.55,375010.54
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,4644.2,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,TRAVEL,73872.34,626.55
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",1590.44,280
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,11375.19,250
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,1328.01,932.21
,DEMOCRATIC CAUCUS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,100872.04,24808.63
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,320981.37,109352.75
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,1076930.45,321542.61
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,1962.21,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,TRAVEL,13527.5,9318.64
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",3774.05,610.11
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,6281.38,2200.82
,REPUBLICAN CONFERENCE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,120960.71,58385.78
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,311010.66,90467.15
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,306.84,0
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,TRAVEL,196.12,19.04
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",1595.49,282.49
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,150,150
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,3751.36,702.79
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,740455.87,192647.49
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,39006.67,9000
,MINORITY EMPLOYEES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,868708.9,260808.98
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,461745.8,120270.83
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,256464.42,78581.1
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,288730.71,0
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,476528.48,130106.51
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,334258.35,102600
,PORTFOLIO MANAGEMENT BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,299276.02,-50723.98
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1892093,1892093
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,2920979.52,2920979.52
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,51547.5,51547.5
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,139791,139791
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,5185,5185
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,14008.8,14008.8
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1299985.44,1299985.44
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,285082,63532
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,7000,7000
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,74264.05,72414.85
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,53702.95,48565.65
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,27244.06,27244.06
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,5110.94,5110.94
,PORTFOLIO REVIEW BOARD,FISCAL YEAR 2009,2009Q3,EQUIPMENT,20346.24,20346.24
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,27546.42,6822.26
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",209205.03,54181.47
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,3448.82,1935.67
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,156726.63,118986.63
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,1486636.01,296739.44
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,368388.62,45758.85
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,6064.25,1273.43
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,8830,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,340430.38,15049.8
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,445,420
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,113.76,80
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,2101.24,15
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,760.47,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,929585,459847.3
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,12093.55,11734.5
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,437168.01,273557.65
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,65,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,1961,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,66522.77,24190.48
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,10561.16,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,TRAVEL,5235.38,1550.21
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",44124.09,10121.78
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,939.23,382.45
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,13284.53,10638.68
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,14019.46,3839.74
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,EQUIPMENT,8724.87,2483.59
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,344719.51,102136.52
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,6723369.29,-32947.35
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",79.98,29.99
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,137079.37,43205.26
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,413.36,214.62
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",450362.94,121085.22
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,2543.75,1015.42
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,658761.74,232254.62
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,151846.02,46513.86
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1748458.55,1659680.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,12522311.35,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,1888.61,1888.61
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",1486088.45,546849.61
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,925824.4,24096.8
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,11890.58,1039.06
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,106779.93,98459.75
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,5712.99,1800
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,783632.07,266257.58
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,49961.01,23735.6
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1939008.34,526692.22
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",3304004.72,864716.93
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,149654.96,118795.58
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,67328.35,38507.11
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1039380.83,152846.43
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,852.06,97.88
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,153799.76,41367.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,100334.36,1160
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,219525.65,18695
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,691.16,691.16
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",2432,1920
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,16768.26,16768.26
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,64916.89,14594.61
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1543679.24,871114.69
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",91.33,91.33
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,125892.67,62070.12
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,1257.84,609.87
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,39403.31,5866
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,1807.7,1807.7
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,935796.68,259838.76
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,6384.06,55.28
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,2011989.57,910110.49
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,86864.66,50714.47
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,40009.5,767.5
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,132164.02,32507.02
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1655040,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,347299.24,151094.86
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRAVEL,8415.56,5314.83
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,150,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,734087.69,163849.9
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,1551.92,25
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2009,2009Q3,EQUIPMENT,1110231.08,216209.56
,HUMAN RESOURCES,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",-23.25,0
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,TRAVEL,20071.39,7456.39
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",225591.4,69024.3
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,274.72,274.72
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,427226.15,205425.6
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,348082.81,76568.92
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,394472.93,52811.58
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,2632820.89,912339.21
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,107598.27,28438.01
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,7821990.96,2890218.46
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,EQUIPMENT,347106.97,91739.69
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,4490929.34,-157.44
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRAVEL,24040.15,13503.38
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,783.94,164.45
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",104571.62,22340.73
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,385.3,0
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,218436.26,49157.63
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,524932.06,109578.12
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,EQUIPMENT,173798.36,30460.9
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,TRAVEL,2082.07,846.48
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",64.51,45.46
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,325.5,325.5
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,1784704.94,531205.53
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,265985.62,20964.74
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,EQUIPMENT,991274.09,349002.86
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",-76938,-16981
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,10383.36,0
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,5465.01,0
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,53032.07,27919.57
,COMMUNICATIONS,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,5367360.82,0
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,TRAVEL,4686.08,0
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",79682.48,17995.05
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,2686.5,1865.29
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,478569.87,329212.02
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,50843.1,14353.62
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,EQUIPMENT,32613.68,4936.16
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,43585.27,18854.81
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,152641.3,0
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,4995.84,4995.84
,OFFICE OF FINANCE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,28761985.23,14593987.45
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,19074442.23,4813808.45
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,32224,0
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,TRAVEL,65549.04,14318.26
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,TRANSPORTATION OF THINGS,2740.21,0
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",195773.43,50952.03
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,PRINTING AND REPRODUCTION,3294.82,-4419.11
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,1378276.29,446835.33
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,456657.65,163252.71
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,EQUIPMENT,919858.43,407777.42
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,852,0
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,OTHER SERVICES,820,820
,CLERK OF THE HOUSE,FISCAL YEAR 2009,2009Q3,SUPPLIES AND MATERIALS,13988.42,7035.3
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2009,2009Q3,FRANKED MAIL,200,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2009,2009Q3,PERSONNEL COMPENSATION,1027125.27,255221.51
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2009,2009Q3,PERSONNEL BENEFITS,4548.83,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2009,2009Q3,TRAVEL,4734.12,2453.08
