BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,2013,2013Q3,TRAVEL,53.00,40.00
,OFFICE OF THE MAJORITY WHIP,2013,2013Q3,PRINTING AND REPRODUCTION,553.67,288.47
,OFFICE OF THE MAJORITY WHIP,2013,2013Q3,SUPPLIES AND MATERIALS,"60,892.53","31,694.96"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q3,EQUIPMENT,"3,008.28","3,008.28"
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,PERSONNEL COMPENSATION,"983,927.08","361,183.36"
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,TRAVEL,"1,310.79",761.50
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",241.85,118.95
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,PRINTING AND REPRODUCTION,472.50,0.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,OTHER SERVICES,112.97,0.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,SUPPLIES AND MATERIALS,"63,580.56","61,258.21"
,OFFICE OF THE MINORITY WHIP,2013,2013Q3,EQUIPMENT,"1,447.85",0.00
,DEMOCRATIC CAUCUS,2013,2013Q3,PERSONNEL COMPENSATION,"984,933.02","384,726.37"
,DEMOCRATIC CAUCUS,2013,2013Q3,TRAVEL,"4,590.16","4,540.16"
,DEMOCRATIC CAUCUS,2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","1,457.66","1,298.86"
,DEMOCRATIC CAUCUS,2013,2013Q3,PRINTING AND REPRODUCTION,"3,765.08","2,159.34"
,DEMOCRATIC CAUCUS,2013,2013Q3,OTHER SERVICES,749.79,219.29
,DEMOCRATIC CAUCUS,2013,2013Q3,SUPPLIES AND MATERIALS,"73,970.79","20,957.31"
,DEMOCRATIC CAUCUS,2013,2013Q3,EQUIPMENT,"1,390.53",0.00
,REPUBLICAN CONFERENCE,2013,2013Q3,PERSONNEL COMPENSATION,"1,006,060.92","318,851.95"
,REPUBLICAN CONFERENCE,2013,2013Q3,TRAVEL,"2,699.86","2,678.86"
,REPUBLICAN CONFERENCE,2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","4,220.19","2,170.19"
,REPUBLICAN CONFERENCE,2013,2013Q3,PRINTING AND REPRODUCTION,"1,830.57",415.19
,REPUBLICAN CONFERENCE,2013,2013Q3,OTHER SERVICES,"38,612.69","8,234.90"
,REPUBLICAN CONFERENCE,2013,2013Q3,SUPPLIES AND MATERIALS,"48,533.84","12,630.76"
,DEMOCRATIC CAUCUS,2013,2013Q3,SUPPLIES AND MATERIALS,0.00,-186.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRAVEL,0.00,"1,482.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",0.00,525.10
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"1,655,040.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"59,407,198.01","15,322,487.07"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,-300.00,"-25,370.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"6,907.26","1,752.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,62.92,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"6,138.36","1,534.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRANSPORTATION OF THINGS,"26,100.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"367,331.68","108,746.76"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"186,219.89","97,059.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"259,170.17","70,349.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRAVEL,"102,751.84","34,411.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRANSPORTATION OF THINGS,"4,693.43","4,425.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","930,236.07","237,435.04"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"17,719.89","4,099.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"833,077.74","504,963.98"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"918,590.83","212,503.99"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"479,332.68","174,033.05"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","33,545.76","15,497.67"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"2,359,868.66","708,098.95"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"111,395.86","27,118.07"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",199.05,60.95
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"4,469.80","1,465.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"78,692.48","69,298.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"1,600.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"129,099.19","79,148.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,468.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"333,882.94","148,466.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"216,723.15",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"188,138.48","18,777.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"8,689.24","8,139.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"1,049,985.24","504,966.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"600,400.00","4,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"780,105.06","107,234.87"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"177,832.98",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"11,264.14","3,503.33"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","617,000.00","617,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","99,330.42","45,293.71"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"3,968,041.44","1,433,938.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"331,233.14","78,901.93"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"7,478.52","7,478.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"1,508,362.98","547,567.86"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,0.00,-62.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,946.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRAVEL,"1,394.45",921.33
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","36,401.27","6,892.51"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"930,356.50","10,445.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"6,036.18",490.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"1,371,119.12","477,883.54"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"1,031,590.06","408,695.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"133,347.38",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"2,187,621.58","11,651.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","3,603,236.52","955,272.78"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,365.50,250.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"406,349.14","100,000.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"91,446.15","81,286.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"22,676.94","4,858.11"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"786,079.50","381,872.33"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"51,657.86","27,618.62"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"87,829.31","42,708.37"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"21,007.87",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"150,331.00","121,338.79"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"32,992.89","4,975.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"4,949.47",303.64
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"93,686.91","33,498.74"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"1,434,911.72","386,457.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"59,912.14","25,260.64"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"382,837.38","15,490.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"20,240.00","20,240.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"105,321.92","46,458.94"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"17,801,159.70","4,427,715.29"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRAVEL,"36,083.82","18,541.76"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,TRANSPORTATION OF THINGS,14.44,14.44
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","142,890.92","37,398.45"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"16,964.43","3,460.63"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"1,250,273.97","460,622.95"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"471,772.60","218,381.29"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"466,940.08","106,665.30"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"1,143.50","1,143.50"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"9,181.16",57.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"1,157,901.46","289,475.57"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,TRAVEL,"6,138.29",924.62
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","8,309.17","2,301.47"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"3,330.47",0.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"754,394.53","746,868.65"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"39,925.15","12,996.36"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"9,313.48","3,877.90"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"7,612,274.66","2,109,219.91"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",75.92,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,313.74,23.43
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,521.99,283.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"9,332.84","5,235.01"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"12,162.00","12,162.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"172,500.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,0.00,-1.60
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"1,224,000.00","309,750.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","34,493.70","4,905.44"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,406.96,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"6,250.00","6,250.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"3,523.80",384.50
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"4,704.00","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"358,166.64","85,500.00"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"434,107.08","108,526.77"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,38.40,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"30,940.08",0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","1,917.70",2.40
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"12,500.00",0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,185.76,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,0.00,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,TRAVEL,"12,380.27",16.80
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"41,882.08","16,014.83"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"327,884.63","85,640.69"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","32,552.54","7,992.65"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,276.10,164.70
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"54,728.18","23,328.05"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"14,859.83","7,039.33"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"28,030.79","21,691.89"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"2,608,671.48","711,173.75"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,TRAVEL,"8,580.15","7,765.17"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",143.00,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"1,000.55",229.67
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"295,547.32","272,448.47"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"21,874.47","17,420.19"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"26,878.52","18,280.38"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"159,999.96","39,999.99"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,TRAVEL,"2,323.84","1,068.76"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES",113.50,64.50
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,905.00,255.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,437.00,225.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,511.79,511.79
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"2,097,988.92","524,497.23"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,TRAVEL,19.00,0.00
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","8,783.97","2,448.81"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"61,510.00","60,000.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"47,770.14","19,815.10"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"36,977.53","32,866.29"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,FRANKED MAIL,35.41,0.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"7,353,798.53","1,843,052.34"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,TRAVEL,"3,820.67","3,283.51"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","36,940.94","9,888.74"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,151.65,49.90
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"67,058.63","27,243.82"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"63,486.66","31,831.96"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"24,780.00","8,137.84"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"232,219.37","60,436.02"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","6,211.08",926.25
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"1,701.25",0.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"39,850.95","14,312.98"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"2,280.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"2,157,777.88","584,444.19"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"4,517.12",0.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"24,907.08",0.00
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"217,249.82","35,204.11"
,IMMEDIATE OFFICE,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"46,059.30",0.00
,IMMEDIATE OFFICE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"83,497.18",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"309,785.82","97,463.83"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"198,745.41",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"33,759.72","33,759.72"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,PERSONNEL COMPENSATION,"1,086,373.05",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,TRAVEL,"3,950.39",0.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,305.82,112.68
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"104,381.57","86,525.62"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"11,237.87","2,073.86"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"49,417.46","19,530.49"
,OEM,FISCAL YEAR 2013,2013Q3,TRAVEL,"9,644.83",0.00
,OEM,FISCAL YEAR 2013,2013Q3,TRAVEL,"106,192.74","33,019.79"
,OEM,FISCAL YEAR 2013,2013Q3,"RENT, COMMUNICATION, UTILITIES","151,512.81","35,332.75"
,OEM,FISCAL YEAR 2013,2013Q3,PRINTING AND REPRODUCTION,"7,564.85",0.00
,OEM,FISCAL YEAR 2013,2013Q3,OTHER SERVICES,"1,157,502.52","211,184.66"
,OEM,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"183,896.30","9,664.51"
,OEM,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"281,655.86","3,489.00"
,IMMEDIATE OFFICE - HTS,FISCAL YEAR 2013,2013Q3,EQUIPMENT,-79.04,0.00
,HOUSE INFORMATION RES - HTS,FISCAL YEAR 2013,2013Q3,EQUIPMENT,"-120,407.64",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q3,SUPPLIES AND MATERIALS,"260,525.51","260,525.51"
