BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,1396186.69,297923.04
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,TRAVEL,5151.03,36.5
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",12620,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,2433.23,455.63
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,9573.74,413.79
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,143100.12,40655.78
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,317966.24,82543.34
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,1076914.29,278846.36
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,TRAVEL,7889.66,5731.01
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",10933.67,3297.38
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,48.3,48.3
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,4233.57,407.19
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,82026.46,26303.22
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q3,EQUIPMENT,59.95,59.95
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,217275.15,12152.85
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,TRAVEL,105.42,0
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",225.14,0
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,13245.2,31.9
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,45347,10047
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,5141.31,372.1
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,670831.64,172522.5
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,15000,0
,MINORITY EMPLOYEES,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,1025923.31,263004.16
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,516458.33,128333.33
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,209080.24,46323.92
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,279977.36,70374.83
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,479301.04,121381.6
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,378079.11,95787.48
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,TRAVEL,13567.63,5459.9
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",43282.35,21622.49
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,10280.36,2999.75
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,134426.29,83579.71
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,37405.72,17038.34
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,EQUIPMENT,275608.49,38802.99
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,TRAVEL,13751.94,4780.65
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",5131.86,1040.3
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,7697.72,2830
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,353319.32,80670.12
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,22507.57,3598.72
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,EQUIPMENT,79150.26,79150.26
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,2888737.28,1176814.19
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,EQUIPMENT,105166.11,25971.06
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,7211085.95,3736508.1
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,EQUIPMENT,353589.61,98110.12
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",43270.38,13480.66
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,81.27,72.89
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,4857.75,1619.25
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,18855.24,3806.94
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,EQUIPMENT,21089.22,9990.34
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,67009,67009
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,513.4,0
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,TRAVEL,22746.35,0
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",861699.55,108587.45
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,383847.73,130145.66
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,806047.53,235046.56
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,EQUIPMENT,115165.5,17684.13
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,TRAVEL,2674.8,-50
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,192009.27,96294.27
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,EQUIPMENT,342687.39,43795.31
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,167185.85,62547.44
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,2815.6,576.9
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q3,EQUIPMENT,723879.4,546139.63
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRAVEL,115280.74,25375.3
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,78.91,43.63
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",508777.95,155226.3
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,541.59,205.69
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,689890.15,200977.72
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,130256.74,39505.09
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,125269.84,33615.17
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",1660477.73,694586.08
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,932085.55,23232.9
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,2919.74,611
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,226177.14,87240.93
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,3612.26,100
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,1035083.04,343882.47
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,791083.15,124090.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,2579978.07,1042376.54
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,20.35,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",3445019.76,974746.75
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,112365.74,58691.5
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,3568.26,1189.12
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,2275603.7,861331.1
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",3587,1000
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,49585.44,39044.35
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,53701.52,29797.85
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,1954618.28,763124.49
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,150,150
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",241.43,44.27
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,53822.3,39542.3
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,4312.29,33.55
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,118432.36,6595
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,86326.96,34319.51
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRAVEL,1690.85,1690.85
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,1730078.03,404276.45
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,4480.64,885
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,1855052.77,711901.14
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,1655040,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,196654.8,101751
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,39295,15808.7
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,353498.78,14038
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRAVEL,4506.11,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,3903.28,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,539896.7,255099.1
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,9082.46,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q3,EQUIPMENT,1304714.36,409234.03
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,TRAVEL,53450.23,18824.7
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",211277.07,50970.04
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,261.46,53.55
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,602218.89,280096.29
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,301905.87,69654.37
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,EQUIPMENT,1250296.27,318797.67
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",-95136,-22368
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,710.52,710.52
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,TRAVEL,40986.05,16114.63
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,68621.2,36389.04
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",90088.81,25543.56
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,374.32,274.52
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,280710.76,78895.78
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,628367.25,240283.11
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,EQUIPMENT,169958.83,27652.3
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",43.36,0
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,154.5,30
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,1790409.23,598339.18
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,344064.81,167651.87
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q3,EQUIPMENT,2027043.05,906565.56
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,TRAVEL,4973.94,1673.13
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",90465.07,30244.55
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,1978.63,0
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,1022430.35,637641.26
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,63621.06,18049.58
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,EQUIPMENT,28292.56,10472.01
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,32058.88,32058.88
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,60377841.75,15285673.54
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,20272401.09,5013827.01
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,TRAVEL,80446.62,33715.19
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,TRANSPORTATION OF THINGS,10583,9854.25
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",183015.28,46872.65
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,-2012.81,-2946.63
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,1611849.01,494650.41
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,477286.08,181564.68
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,EQUIPMENT,521408.75,232086.99
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,8692.5,892
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,800,800
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,17051.68,7486.18
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,FRANKED MAIL,200,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,1055356.05,263467.68
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,TRAVEL,6860.35,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",8565.76,2707.33
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,65.8,31.9
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,3807.73,481
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,38403.87,14695.9
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q3,EQUIPMENT,10295.65,2659.67
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,7474609.03,1898775.06
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,TRAVEL,14255.8,4495.87
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",110868.17,21706.27
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,4189.16,2424.44
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,472129.75,263405.95
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,67172.85,17069.22
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,EQUIPMENT,328555.03,205568.76
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,92,0
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,1650,1650
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,172500,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,52.5,27.8
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,1201749.93,303874.98
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",22424.13,5507.96
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,12.8,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,22309,5234
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,6766.58,3096.79
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q3,EQUIPMENT,20567.89,17919.48
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,309999.93,79249.98
,TECHNICAL ASSISTANTS,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,344239.46,92693.43
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,330666.03,63729
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q3,TRAVEL,3431.1,17.03
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",82696.28,20990.73
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,22000,6000
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,2162.46,218.75
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,PERSONNEL COMPENSATION,2647751.69,660964.08
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,TRAVEL,10452.2,2862.37
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,"RENT, COMMUNICATION, UTILITIES",22258.65,7317.85
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,PRINTING AND REPRODUCTION,1566.62,1459.82
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,OTHER SERVICES,848723.18,404416.05
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q3,SUPPLIES AND MATERIALS,35240.91,5760.51
