BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,1042.92,1042.92
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,17507.66,17507.66
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,85799.01,85799.01
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,287808.93,287808.93
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,TRAVEL,1792.69,1792.69
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",4.84,4.84
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,35.8,35.8
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,27967.12,27967.12
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,86250,86250
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,224591.49,224591.49
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,76125,76125
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,380373.13,380373.13
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,TRAVEL,127,127
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,150.5,150.5
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,8109.51,8109.51
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,14782.57,14782.57
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,75852.75,75852.75
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,267583.33,267583.33
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,TRAVEL,242.5,242.5
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",7309.89,7309.89
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,1833.37,1833.37
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,18089.42,18089.42
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,104896.76,104896.76
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,TRAVEL,50.04,50.04
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",165.15,165.15
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,38.3,38.3
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,5000,5000
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,812.95,812.95
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,0,0
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,180647.49,180647.49
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,9000,9000
,MINORITY EMPLOYEES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,257724.16,257724.16
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,129375,129375
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,66175.45,66175.45
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,69256.53,69256.53
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,119516.25,119516.25
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,93099.99,93099.99
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,4759.88,4759.88
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",517060.98,517060.98
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,193.37,193.37
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,34032.25,34032.25
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,-143335.68,-143335.68
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,215246.53,215246.53
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,53580,53580
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,298892.08,298892.08
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,1437.65,1437.65
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,25827.87,25827.87
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,69965.47,69965.47
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,26398.35,26398.35
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,85159.83,85159.83
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",6640.36,6640.36
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,4634.37,4634.37
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1739.1,1739.1
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRAVEL,18814.28,18814.28
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,14.95,14.95
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",85481.86,85481.86
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,35.9,35.9
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,285639.93,285639.93
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,34815.56,34815.56
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,71043.14,71043.14
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",255354.18,255354.18
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,902000,902000
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,78.34,78.34
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,89.13,89.13
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,86809.34,86809.34
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,28237.82,28237.82
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,286215.38,286215.38
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",567186.69,567186.69
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,229049.61,229049.61
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,912.96,912.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,1747.45,1747.45
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,536241.72,536241.72
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,49.99,49.99
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,369.96,369.96
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,561075,561075
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,409449.57,409449.57
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1655040,1655040
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,33602.1,33602.1
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,EQUIPMENT,240504.31,240504.31
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,TRAVEL,2954.12,2954.12
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",36759.13,36759.13
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,127.36,127.36
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,106937.48,106937.48
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,74253.23,74253.23
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,EQUIPMENT,30435.96,30435.96
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",-29906.75,-29906.75
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,107.63,107.63
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,TRAVEL,6222.23,6222.23
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,TRANSPORTATION OF THINGS,3.2,3.2
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",15619.82,15619.82
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,6.5,6.5
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,19622.5,19622.5
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,70164.08,70164.08
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,10174.54,10174.54
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,124.5,124.5
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,248620.35,248620.35
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,47340.42,47340.42
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,21871,21871
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,TRAVEL,1938.29,1938.29
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",12986.5,12986.5
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,393.9,393.9
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,523.2,523.2
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,13268.01,13268.01
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,7669,7669
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,14647209.07,14647209.07
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,4984628.8,4984628.8
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,TRAVEL,2403.45,2403.45
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",33367.01,33367.01
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,-2035.45,-2035.45
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,149993.86,149993.86
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,108563.15,108563.15
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,EQUIPMENT,26052.24,26052.24
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,7800.5,7800.5
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,264166.01,264166.01
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,TRAVEL,1977.22,1977.22
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",1135.05,1135.05
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,2,2
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,2245.5,2245.5
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,3106.92,3106.92
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1578.85,1578.85
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,1856554.88,1856554.88
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,TRAVEL,2042.88,2042.88
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",20410.62,20410.62
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,6.5,6.5
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,18125,18125
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,7747.35,7747.35
,SERGEANT AT ARMS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,5342.77,5342.77
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,43125,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,24.7,24.7
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,290124.99,290124.99
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",5125.12,5125.12
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,9175,9175
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,676.08,676.08
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2009Q4,EQUIPMENT,799.47,799.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,72249.99,72249.99
,TECHNICAL ASSISTANTS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,81992.51,81992.51
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,88979.01,88979.01
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,TRAVEL,1824.35,1824.35
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",19683.57,19683.57
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,235.97,235.97
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,682958.4,682958.4
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,TRAVEL,1335.54,1335.54
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",3596.62,3596.62
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,4447.35,4447.35
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,4388.35,4388.35
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1660.36,1660.36
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,97689.99,97689.99
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,TRAVEL,3520.63,3520.63
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",1363.22,1363.22
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,85.9,85.9
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,4909.95,4909.95
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,1586.4,1586.4
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2009Q4,EQUIPMENT,245.7,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,550814.84,550814.84
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",1576.26,1576.26
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,17594.18,17594.18
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,10805.52,10805.52
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,23634.43,23634.43
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,1761325.48,1761325.48
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",7731.18,7731.18
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,25,25
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,64375.54,64375.54
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,12127.62,12127.62
,LEGISLATIVE COUNSEL,FISCAL YEAR 2010,2009Q4,EQUIPMENT,493.74,493.74
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,116221.74,116221.74
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",1123.65,1123.65
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,1168.5,1168.5
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,34895.78,34895.78
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1476.66,1476.66
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,TRAVEL,2103.73,2103.73
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,TRAVEL,27734.03,27734.03
,OFFICE OF FINANCE,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,107207.99,107207.99
,OEPPO,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,328736.93,328736.93
,OEPPO,FISCAL YEAR 2010,2009Q4,TRAVEL,12,12
,OEPPO,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",6589.34,6589.34
,OEPPO,FISCAL YEAR 2010,2009Q4,PRINTING AND REPRODUCTION,13,13
,OEPPO,FISCAL YEAR 2010,2009Q4,OTHER SERVICES,18480,18480
,OEPPO,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,5322.6,5322.6
,OEPPO,FISCAL YEAR 2010,2009Q4,EQUIPMENT,190446.79,190446.79
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",5205.11,5205.11
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",17138.8,17138.8
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,2209.3,2209.3
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,293.99,293.99
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1726.41,1726.41
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,"RENT, COMMUNICATION, UTILITIES",138,138
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2009Q4,PERSONNEL COMPENSATION,226495.63,226495.63
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,1740,1740
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,SUPPLIES AND MATERIALS,1915.74,1915.74
,COMMUNICATIONS,FISCAL YEAR 2010,2009Q4,EQUIPMENT,1204828.8,1204828.8
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,FRANKED MAIL,4598.39,997.11
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,PERSONNEL COMPENSATION,1260365.78,383474.98
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,PERSONNEL BENEFITS,1490.13,0
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,TRAVEL,57327.96,5430.94
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",81945.97,20876.06
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,PRINTING AND REPRODUCTION,1780.4,492.2
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,OTHER SERVICES,34247.17,8399.13
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,SUPPLIES AND MATERIALS,18738.01,5316.75
A000014,HON. NEIL ABERCROMBIE,2009,2009Q4,EQUIPMENT,3925.2,981.3
A000022,HON. GARY L ACKERMAN,2009,2009Q4,FRANKED MAIL,35266.21,1578.21
A000022,HON. GARY L ACKERMAN,2009,2009Q4,PERSONNEL COMPENSATION,1035963.79,356982.67
A000022,HON. GARY L ACKERMAN,2009,2009Q4,PERSONNEL BENEFITS,278.2,0
A000022,HON. GARY L ACKERMAN,2009,2009Q4,TRAVEL,25450.09,4576.86
