BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,1243.7,0
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,4030.41,0
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,47861.06,0
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL BENEFITS,6249.99,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,258576.73,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,304979.13,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,FRANKED MAIL,0,-1.52
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,TRAVEL,2191.58,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",422.65,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,456.31,80
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,180.12,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,28447.69,60.5
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,667979.36,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,1022142.43,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,TRAVEL,24015.08,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",1590.07,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,3319.05,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,29409.81,0
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,130839.55,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,117916.67,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,350999.99,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,TRAVEL,83.5,27
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",73,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,6.5,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,30386.36,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,360646.67,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",2193.89,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,157.2,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,751.54,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,11734.01,31
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,68652.78,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,277915.8,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,TRAVEL,995.39,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",70,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,187.8,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,284.8,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,19235.7,5213.84
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,82986.1,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,249404.17,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,TRAVEL,10.77,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",4018.86,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,8738.49,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,287.4,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,23615.53,663.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,58111668.05,14460570.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,711,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",390,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,4953.78,1651.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,1889.61,533.67
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,4872.3,1534.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,111.5,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,617307.25,203741.65
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,122532.22,96046.39
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,107859.5,38992.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,241309.01,56464.63
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRANSPORTATION OF THINGS,60300,14400
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",939189.38,255176.08
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,9254.14,2790.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,1892331.77,629994.74
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,767821.04,260102.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,968815.54,522859.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",53545.53,14596.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,2087031.09,707774.91
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,111073.21,31957.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",301.63,128.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,2391.65,2055
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,173409.79,68328.12
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,13002.27,7826.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,132163.15,19204.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,5760,5760
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,216345.03,60536.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,65467.7,57200
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,229190.15,27907.82
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,114562.51,103893.81
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,11403.17,1050.17
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,879523.47,573790.05
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,914736.31,143244.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,1140746.96,402951.77
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,309338.37,84365.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,57149.72,51394.81
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,327926.55,126228.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",663000,663000
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,257717.25,257717.25
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,586363.17,160531.88
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,10051,2591
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",160317.47,43702.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,420088.8,401116.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,323675.99,86799.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,15633.32,15633.32
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,2819.65,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,786574.9,329445.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,332693.49,332693.49
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,8881.8,8881.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,1539.59,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",78709.87,17925.71
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,932281.4,13999.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,2269.46,302.96
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,1546818.48,505003.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,15920.97,5295.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,864829.59,289136.34
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,126871.98,72444.1
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,2594752.07,518944.32
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",3325162.92,1284580.29
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,495,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,158.5,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,913755,296621.06
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,236041.87,124681.19
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,79539.84,23467.24
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,1429461.35,497150.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",104.99,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,67912.21,55035.73
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,978,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,88203.9,44353.23
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,447762.21,227047.63
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRANSPORTATION OF THINGS,1396,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,28126.2,14686.2
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,5110.82,2341.53
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,53307.53,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,1401442.82,387424.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,5622,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,475691.14,22456.57
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,8819.57,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,94817.5,76647.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,162561.65,44402.09
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,189310.3,187892.39
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,17917826.62,4451303.22
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,TRAVEL,36504.71,9666.43
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",145066.27,36116.24
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,17019.02,2853.21
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,1564695.92,362388.24
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,254295.21,125252.48
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,EQUIPMENT,892849.33,265799.5
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,3191.5,55
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,4179.61,179.49
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,1037655.32,248791.7
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,TRAVEL,5225.48,174
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",8418.91,2135.65
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,4524.4,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,247216.88,246157.38
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,40794.77,14065.26
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q3,EQUIPMENT,18155.9,7505.94
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,8115912.67,1781496.15
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",0,-141.44
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,0,-397.08
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,154.95,154.95
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,172500,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,19.2,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,1172083.32,280416.67
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",23569.42,6876.05
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,290.29,6.4
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,12500,6250
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,3815.91,1364.35
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q3,EQUIPMENT,6384.51,1176
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,442999.92,111749.97
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,434107.08,108526.77
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,19.2,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,185640.48,46410.12
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",11940.35,3332.3
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,603.95,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,812.69,100.26
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,2983413.11,731097.33
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,TRAVEL,9105.12,3264.99
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",32940.86,9818.15
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,442.58,15
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,285051.38,178627.69
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,47639.48,26409.86
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q3,EQUIPMENT,141374.81,90664.36
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,159999.96,39999.99
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,TRAVEL,2208.47,0
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",234.5,144
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,152,0
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,2125.16,2125.16
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q3,EQUIPMENT,982.8,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,FRANKED MAIL,1613.72,284.07
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,PERSONNEL COMPENSATION,2111904.4,524497.23
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,"RENT, COMMUNICATION, UTILITIES",8028.58,2293.81
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,PRINTING AND REPRODUCTION,39.9,0
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,OTHER SERVICES,160678.03,124049.12
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,SUPPLIES AND MATERIALS,43473.11,11316.13
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q3,EQUIPMENT,66060.41,5722.26
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q3,FRANKED MAIL,12.34,0.4
