BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MINORITY LEADER,2013,2013Q2,PRINTING AND REPRODUCTION,"7,787.12","5,409.07"
,OFFICE OF THE MINORITY LEADER,2013,2013Q2,OTHER SERVICES,"51,018.00","35,012.00"
,OFFICE OF THE MINORITY LEADER,2013,2013Q2,SUPPLIES AND MATERIALS,"136,084.12","61,847.17"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q2,PERSONNEL COMPENSATION,"769,200.01","403,791.67"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q2,TRAVEL,13.00,13.00
,OFFICE OF THE MAJORITY WHIP,2013,2013Q2,PRINTING AND REPRODUCTION,265.20,231.00
,OFFICE OF THE MAJORITY WHIP,2013,2013Q2,SUPPLIES AND MATERIALS,"29,197.57","17,318.98"
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,PERSONNEL COMPENSATION,"622,743.72","313,499.36"
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,TRAVEL,549.29,439.29
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",122.90,122.90
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,PRINTING AND REPRODUCTION,472.50,472.50
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,OTHER SERVICES,112.97,112.97
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,SUPPLIES AND MATERIALS,"2,322.35","1,944.74"
,OFFICE OF THE MINORITY WHIP,2013,2013Q2,EQUIPMENT,"1,447.85","1,447.85"
,DEMOCRATIC CAUCUS,2013,2013Q2,PERSONNEL COMPENSATION,"600,206.65","336,668.37"
,DEMOCRATIC CAUCUS,2013,2013Q2,TRAVEL,50.00,0.00
,DEMOCRATIC CAUCUS,2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",158.80,158.80
,DEMOCRATIC CAUCUS,2013,2013Q2,PRINTING AND REPRODUCTION,"1,605.74",0.00
,DEMOCRATIC CAUCUS,2013,2013Q2,OTHER SERVICES,530.50,230.50
,DEMOCRATIC CAUCUS,2013,2013Q2,SUPPLIES AND MATERIALS,"53,013.48","37,728.27"
,DEMOCRATIC CAUCUS,2013,2013Q2,EQUIPMENT,"1,390.53","1,390.53"
,REPUBLICAN CONFERENCE,2013,2013Q2,PERSONNEL COMPENSATION,"687,208.97","340,359.76"
,REPUBLICAN CONFERENCE,2013,2013Q2,TRAVEL,21.00,0.00
,REPUBLICAN CONFERENCE,2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","2,050.00","-1,950.00"
,REPUBLICAN CONFERENCE,2013,2013Q2,PRINTING AND REPRODUCTION,"1,415.38",920.83
,REPUBLICAN CONFERENCE,2013,2013Q2,OTHER SERVICES,"30,377.79","-8,603.16"
,REPUBLICAN CONFERENCE,2013,2013Q2,SUPPLIES AND MATERIALS,"35,903.08","20,305.49"
,OFFICE OF THE SPEAKER,2013,2013Q2,SUPPLIES AND MATERIALS,0.00,"-14,373.38"
,DEMOCRATIC CAUCUS,2013,2013Q2,SUPPLIES AND MATERIALS,186.56,186.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRAVEL,"-1,482.97","-1,482.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",-525.10,-525.10
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"1,655,040.00","827,540.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"44,084,710.94","14,620,118.95"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"25,070.85","25,070.85"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"5,155.26","1,752.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,62.92,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"4,603.77","1,534.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRANSPORTATION OF THINGS,"26,100.00","26,100.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"258,584.92","112,015.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"89,160.88","69,242.73"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"188,820.77","110,110.19"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRAVEL,"68,340.49","36,918.08"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRANSPORTATION OF THINGS,268.43,268.43
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","692,801.03","238,534.71"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"13,620.78","2,709.93"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"328,113.76","152,408.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"706,086.84","201,718.88"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"305,299.63","146,447.86"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","18,048.09","8,724.10"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"1,651,769.71","707,996.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"84,277.79","26,544.54"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",138.10,19.06
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"3,004.80","1,584.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"9,394.48","5,924.48"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"1,600.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"49,950.60","27,290.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,468.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"185,416.54","68,807.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"216,723.15","99,603.15"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"169,360.88","103,521.92"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,549.54,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"545,018.43","14,722.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"596,400.00","298,200.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"672,870.19","286,458.07"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"177,832.98","29,638.83"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"7,760.81","7,193.99"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","54,036.71","26,120.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"2,534,103.44","1,433,812.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"252,331.21","79,475.46"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"960,795.12","547,567.86"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,62.50,62.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,946.00,946.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRAVEL,473.12,40.68
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","29,508.76","8,490.57"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"919,911.50","489,609.23"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"5,546.18","2,462.99"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"893,235.58","263,155.58"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"622,894.91","364,073.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"133,347.38","34,655.25"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"2,175,969.88","256,089.64"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","2,647,963.74","1,413,995.05"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,115.50,115.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"306,349.14","77,941.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"10,160.00","10,160.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"17,818.83","15,863.10"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"404,207.17","132,065.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"24,039.24","24,039.24"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"45,120.94","45,120.94"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"21,007.87","21,007.87"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"28,992.21",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"28,017.89","13,892.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"4,645.83","3,263.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"60,188.17","44,950.67"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"1,048,454.41","395,536.31"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"34,651.50","7,372.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"367,347.21","163,405.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"58,862.98",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"13,373,444.41","4,440,772.76"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRAVEL,"17,542.06","7,173.94"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","105,492.47","35,850.69"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"13,503.80","3,754.08"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"789,651.02","360,725.29"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"253,391.31","41,318.78"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"360,274.78","97,957.61"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"9,124.16","4,364.40"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"868,425.89","291,048.63"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,TRAVEL,"5,213.67","3,272.09"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","6,007.70","2,260.99"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"3,330.47",584.20
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"7,525.88","6,128.96"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"26,928.79","13,069.38"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"5,435.58","3,206.40"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"5,503,054.75","1,936,942.41"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",75.92,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,290.31,59.95
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,238.99,0.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"4,097.83","3,634.27"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"129,375.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,1.60,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"914,250.00","309,750.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","29,588.26","5,323.52"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,406.96,365.51
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"3,139.30",615.77
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"3,528.00","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"272,666.64","85,500.00"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"325,580.31","108,526.77"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,38.40,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"30,940.08",0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","1,915.30",-126.41
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"12,500.00",0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,185.76,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,0.00,"-3,405.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,0.00,0.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,TRAVEL,"12,363.47","2,731.03"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"25,867.25","20,887.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"242,243.94","80,882.01"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","24,559.89","7,814.16"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,111.40,-211.06
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"31,400.13","13,690.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"7,820.50","1,016.64"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"6,338.90","2,918.90"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"1,897,497.73","676,786.29"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,TRAVEL,814.98,805.98
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",143.00,143.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,770.88,267.56
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"23,098.85","20,563.59"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"4,454.28","4,334.03"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"8,598.14","8,598.14"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"119,999.97","39,999.99"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q2,TRAVEL,"1,255.08",0.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",49.00,0.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,650.00,0.00
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,212.00,0.00
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"1,573,491.69","524,497.23"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,TRAVEL,19.00,0.00
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","6,335.16","2,297.65"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"1,510.00",0.00
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"27,955.04","11,031.85"
,LAW REVISION COUNSEL,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"4,111.24","2,173.04"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,FRANKED MAIL,35.41,5.17
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"5,510,746.19","1,817,731.70"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,TRAVEL,537.16,239.36
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","27,052.20","10,116.77"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,101.75,0.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"39,814.81","14,570.49"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"31,654.70","14,883.73"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"16,642.16","3,447.54"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"171,783.35","60,436.02"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","5,284.83","3,682.92"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"1,701.25",549.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"25,537.97","21,431.72"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"1,710.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"1,573,333.69","763,639.54"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"4,517.12","4,517.12"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"24,907.08",535.00
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"182,045.71","96,330.68"
,IMMEDIATE OFFICE,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"46,059.30",0.00
,IMMEDIATE OFFICE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"83,497.18",0.00
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"212,321.99","110,471.99"
,CLERK OF THE HOUSE,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"198,745.41","194,989.61"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,PERSONNEL COMPENSATION,"1,086,373.05","266,138.94"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,TRAVEL,"3,950.39",10.00
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,193.14,83.54
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"17,855.95","17,855.95"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"9,164.01","7,675.50"
,SERGEANT AT ARMS,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"29,886.97","8,108.00"
,OEM,FISCAL YEAR 2013,2013Q2,TRAVEL,"9,644.83",0.00
,OEM,FISCAL YEAR 2013,2013Q2,TRAVEL,"73,172.95","24,743.60"
,OEM,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","116,180.06","37,334.75"
,OEM,FISCAL YEAR 2013,2013Q2,PRINTING AND REPRODUCTION,"7,564.85",0.00
,OEM,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"946,317.86","261,364.50"
,OEM,FISCAL YEAR 2013,2013Q2,SUPPLIES AND MATERIALS,"174,231.79","39,349.64"
,OEM,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"278,166.86","53,923.78"
,IMMEDIATE OFFICE - HTS,FISCAL YEAR 2013,2013Q2,EQUIPMENT,-79.04,0.00
,HOUSE INFORMATION RES - HTS,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"-120,407.64",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"71,405.40",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"81,978.68",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"147,642.09","37,959.06"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"59,652.00","26,242.00"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES","63,274.25","18,701.38"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,OTHER SERVICES,"551,000.00",0.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2013,2013Q2,EQUIPMENT,"106,921.75","21,666.66"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,TRAVEL,"47,541.71","18,437.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2013,2013Q2,"RENT, COMMUNICATION, UTILITIES",96.14,96.14
