BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MAJORITY WHIP,2013,2013Q4,SUPPLIES AND MATERIALS,"62,453.23","1,560.70"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q4,EQUIPMENT,"3,008.28",0.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,PERSONNEL COMPENSATION,"983,927.08",0.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,TRAVEL,"1,436.79",126.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES",493.64,251.79
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,PRINTING AND REPRODUCTION,"1,374.50",902.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,OTHER SERVICES,112.97,0.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,SUPPLIES AND MATERIALS,"63,663.14",82.58
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,EQUIPMENT,"1,447.85",0.00
,DEMOCRATIC CAUCUS,2013,2013Q4,PERSONNEL COMPENSATION,"984,933.02",0.00
,DEMOCRATIC CAUCUS,2013,2013Q4,TRAVEL,"4,776.55",186.39
,DEMOCRATIC CAUCUS,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","1,602.66",145.00
,DEMOCRATIC CAUCUS,2013,2013Q4,PRINTING AND REPRODUCTION,"3,765.08",0.00
,DEMOCRATIC CAUCUS,2013,2013Q4,OTHER SERVICES,749.79,0.00
,DEMOCRATIC CAUCUS,2013,2013Q4,SUPPLIES AND MATERIALS,"78,926.04","4,955.25"
,DEMOCRATIC CAUCUS,2013,2013Q4,EQUIPMENT,"1,390.53",0.00
,REPUBLICAN CONFERENCE,2013,2013Q4,PERSONNEL COMPENSATION,"1,006,060.92",0.00
,REPUBLICAN CONFERENCE,2013,2013Q4,TRAVEL,"2,719.86",20.00
,REPUBLICAN CONFERENCE,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","4,233.99",13.80
,REPUBLICAN CONFERENCE,2013,2013Q4,PRINTING AND REPRODUCTION,"2,835.57","1,005.00"
,REPUBLICAN CONFERENCE,2013,2013Q4,OTHER SERVICES,"41,412.69","2,800.00"
,REPUBLICAN CONFERENCE,2013,2013Q4,SUPPLIES AND MATERIALS,"53,494.31","4,960.47"
,OFFICE OF THE SPEAKER,2013,2013Q4,PERSONNEL BENEFITS,"6,249.99","6,249.99"
,OFFICE OF THE SPEAKER,2013,2013Q4,PERSONNEL COMPENSATION,"1,413,394.80","1,413,394.80"
,OFFICE OF THE SPEAKER,2013,2013Q4,TRAVEL,"3,296.54","3,296.54"
,OFFICE OF THE SPEAKER,2013,2013Q4,PRINTING AND REPRODUCTION,911.10,911.10
,OFFICE OF THE SPEAKER,2013,2013Q4,SUPPLIES AND MATERIALS,"31,135.07","31,135.07"
,OFFICE OF THE MAJORITY LEADER,2013,2013Q4,PERSONNEL COMPENSATION,"508,824.96","508,824.96"
,OFFICE OF THE MAJORITY LEADER,2013,2013Q4,TRAVEL,125.43,125.43
,OFFICE OF THE MAJORITY LEADER,2013,2013Q4,PRINTING AND REPRODUCTION,43.15,43.15
,OFFICE OF THE MAJORITY LEADER,2013,2013Q4,SUPPLIES AND MATERIALS,"3,863.13","3,863.13"
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,PERSONNEL COMPENSATION,"1,610,004.20","1,610,004.20"
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,TRAVEL,"33,582.06","33,582.06"
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES",243.47,243.47
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,PRINTING AND REPRODUCTION,"1,594.83","1,594.83"
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,OTHER SERVICES,"25,060.65","25,060.65"
,OFFICE OF THE MINORITY LEADER,2013,2013Q4,SUPPLIES AND MATERIALS,"14,058.16","14,058.16"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q4,PERSONNEL COMPENSATION,"420,625.00","420,625.00"
,OFFICE OF THE MAJORITY WHIP,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES",650.00,650.00
,OFFICE OF THE MAJORITY WHIP,2013,2013Q4,SUPPLIES AND MATERIALS,"4,061.80","4,061.80"
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,PERSONNEL COMPENSATION,"309,543.84","309,543.84"
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,TRAVEL,496.97,496.97
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES",48.95,48.95
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,OTHER SERVICES,49.00,49.00
,OFFICE OF THE MINORITY WHIP,2013,2013Q4,SUPPLIES AND MATERIALS,"3,010.30","3,010.30"
,DEMOCRATIC CAUCUS,2013,2013Q4,PERSONNEL COMPENSATION,"305,098.22","305,098.22"
,DEMOCRATIC CAUCUS,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES",108.20,108.20
,DEMOCRATIC CAUCUS,2013,2013Q4,PRINTING AND REPRODUCTION,95.00,95.00
,DEMOCRATIC CAUCUS,2013,2013Q4,OTHER SERVICES,57.25,57.25
,DEMOCRATIC CAUCUS,2013,2013Q4,SUPPLIES AND MATERIALS,"20,022.24","20,022.24"
,REPUBLICAN CONFERENCE,2013,2013Q4,PERSONNEL COMPENSATION,"323,566.68","323,566.68"
,REPUBLICAN CONFERENCE,2013,2013Q4,TRAVEL,52.94,52.94
,REPUBLICAN CONFERENCE,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","1,000.00","1,000.00"
,REPUBLICAN CONFERENCE,2013,2013Q4,PRINTING AND REPRODUCTION,261.89,261.89
,REPUBLICAN CONFERENCE,2013,2013Q4,OTHER SERVICES,"5,463.26","5,463.26"
,REPUBLICAN CONFERENCE,2013,2013Q4,SUPPLIES AND MATERIALS,"10,547.65","10,547.65"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"13,645,402.96","13,645,402.96"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"1,752.00","1,752.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,96.50,96.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"14,889.00","14,889.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"8,923.90","8,923.90"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,TRAVEL,"18,827.18","18,827.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","153,072.19","153,072.19"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,"1,121.50","1,121.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"11,645.07","11,645.07"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"61,299.66","61,299.66"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"92,336.56","92,336.56"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"2,230.78","2,230.78"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"18,288.37","18,288.37"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES",39.25,39.25
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"2,878.00","2,878.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"24,957.38","24,957.38"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,468.00,468.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"75,831.97","75,831.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"133,352.00","133,352.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"208,768.00","208,768.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"1,250.00","1,250.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"4,027.82","4,027.82"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"16,745.79","16,745.79"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"195,750.00","195,750.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"70,040.00","70,040.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"12,150.97","12,150.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,415.00,415.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,445.00,445.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","2,998.50","2,998.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"2,570.00","2,570.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"101,774.95","101,774.95"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"42,908.62","42,908.62"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,TRAVEL,24.00,24.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","666,657.17","666,657.17"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"29,237.00","29,237.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"8,347.00","8,347.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"65,042.66","65,042.66"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"366,346.03","366,346.03"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"4,453,204.26","4,453,204.26"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,TRAVEL,"6,720.75","6,720.75"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","24,312.78","24,312.78"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,262.85,262.85
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"225,149.76","225,149.76"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"11,651.50","11,651.50"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"154,686.07","154,686.07"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"294,543.48","294,543.48"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,TRAVEL,532.36,532.36
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","1,146.84","1,146.84"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,100.00,100.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,65.00,65.00
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"6,919.27","6,919.27"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"1,124.06","1,124.06"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"1,745,806.19","1,745,806.19"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES",39.81,39.81
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,12.80,12.80
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,901.62,901.62
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,396.56,396.56
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"43,125.00","43,125.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"309,750.00","309,750.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","3,755.35","3,755.35"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,490.08,490.08
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"1,176.00","1,176.00"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"85,500.00","85,500.00"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"108,526.77","108,526.77"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,TRAVEL,20.00,20.00
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"1,100.00","1,100.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"82,073.69","82,073.69"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","5,050.32","5,050.32"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,62.43,62.43
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"10,940.00","10,940.00"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,843.77,843.77
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"1,274.84","1,274.84"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"684,402.47","684,402.47"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,TRAVEL,713.31,713.31
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES",76.68,76.68
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,182.79,182.79
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"2,567.06","2,567.06"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"39,999.99","39,999.99"
,LAW REVISION COUNSEL,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"524,497.23","524,497.23"
,LAW REVISION COUNSEL,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","1,402.70","1,402.70"
,LAW REVISION COUNSEL,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"3,583.20","3,583.20"
,LAW REVISION COUNSEL,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"1,100.00","1,100.00"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"1,825,335.63","1,825,335.63"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,TRAVEL,23.60,23.60
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","6,656.53","6,656.53"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,49.90,49.90
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"15,932.16","15,932.16"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"3,365.84","3,365.84"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"16,715.09","16,715.09"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"60,436.02","60,436.02"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES",367.51,367.51
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,510.92,510.92
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2014,2013Q4,EQUIPMENT,570.00,570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"1,060,966.28","1,060,966.28"
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,359.11,359.11
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"104,651.16","104,651.16"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"33,950.00","33,950.00"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"21,805.55","21,805.55"
,CLERK OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"63,879.86","63,879.86"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"459,362.09","459,362.09"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,TRAVEL,"1,253.43","1,253.43"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,164.98,164.98
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"51,967.13","51,967.13"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"9,584.73","9,584.73"
,SERGEANT AT ARMS,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"19,005.00","19,005.00"
,OEM,FISCAL YEAR 2014,2013Q4,TRAVEL,"8,483.04","8,483.04"
,OEM,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","39,226.84","39,226.84"
,OEM,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,49.90,49.90
,OEM,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"247,375.44","247,375.44"
,OEM,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"6,362.35","6,362.35"
,OEM,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"3,539.00","3,539.00"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,TRANSPORTATION OF THINGS,402.00,402.00
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"2,430.00","2,430.00"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"1,193,502.09","1,193,502.09"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,"16,752.73","16,752.73"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"51,085.80","51,085.80"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES","23,048.75","23,048.75"
,LIFE CYCLE REPLACEMENT,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"32,499.99","32,499.99"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,TRAVEL,"19,156.55","19,156.55"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,"RENT, COMMUNICATION, UTILITIES",94.03,94.03
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PRINTING AND REPRODUCTION,399.40,399.40
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,OTHER SERVICES,33.12,33.12
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,185.08,185.08
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,PERSONNEL COMPENSATION,"467,699.06","467,699.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"28,710.00","28,710.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"20,804.26","20,804.26"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2014,2013Q4,SUPPLIES AND MATERIALS,"2,568.60","2,568.60"
,HOUSE RECORDING STUDIO,FISCAL YEAR 2014,2013Q4,EQUIPMENT,"38,478.42","38,478.42"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,FRANKED MAIL,"7,120.03","2,406.92"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,PERSONNEL COMPENSATION,"979,609.89","257,945.80"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,TRAVEL,"59,865.70","16,464.44"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","79,019.22","20,003.87"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,PRINTING AND REPRODUCTION,"5,413.51","1,040.05"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,OTHER SERVICES,"50,491.12","10,631.53"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,SUPPLIES AND MATERIALS,"16,765.70","2,847.43"
A000055,HON. ROBERT B. ADERHOLT,2013,2013Q4,EQUIPMENT,723.07,161.25
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,FRANKED MAIL,"4,287.74",484.41
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,PERSONNEL COMPENSATION,"878,999.80","190,849.03"
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,TRAVEL,"69,347.03","10,538.20"
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","86,364.54","17,884.30"
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,PRINTING AND REPRODUCTION,348.76,0.00
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,OTHER SERVICES,"44,060.97","10,578.36"
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,SUPPLIES AND MATERIALS,"16,642.02","1,058.13"
A000361,HON. RODNEY ALEXANDER,2013,2013Q4,EQUIPMENT,696.70,93.67
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,FRANKED MAIL,"9,194.64",399.69
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,PERSONNEL COMPENSATION,"918,142.54","231,479.90"
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,TRAVEL,"37,599.14","7,540.41"
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,"RENT, COMMUNICATION, UTILITIES","82,683.36","21,233.19"
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,PRINTING AND REPRODUCTION,"8,962.02",0.00
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,OTHER SERVICES,"28,228.17","7,114.72"
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,SUPPLIES AND MATERIALS,"6,646.91","2,152.91"
A000367,HON. JUSTIN A. AMASH,2013,2013Q4,EQUIPMENT,"9,699.00","1,176.00"
A000369,HON. MARK E. AMODEI,2013,2013Q4,FRANKED MAIL,"4,645.29","1,441.16"
