BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MINORITY WHIP,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",170,170
,OFFICE OF THE MINORITY WHIP,2012,2012Q1,PRINTING AND REPRODUCTION,5891,5891
,OFFICE OF THE MINORITY WHIP,2012,2012Q1,OTHER SERVICES,316.34,316.34
,OFFICE OF THE MINORITY WHIP,2012,2012Q1,SUPPLIES AND MATERIALS,4209.57,4209.57
,DEMOCRATIC CAUCUS,2012,2012Q1,FRANKED MAIL,11.96,11.96
,DEMOCRATIC CAUCUS,2012,2012Q1,PERSONNEL COMPENSATION,306558.73,306558.73
,DEMOCRATIC CAUCUS,2012,2012Q1,TRAVEL,14922.36,14922.36
,DEMOCRATIC CAUCUS,2012,2012Q1,PRINTING AND REPRODUCTION,6.4,6.4
,DEMOCRATIC CAUCUS,2012,2012Q1,OTHER SERVICES,1384.8,1384.8
,DEMOCRATIC CAUCUS,2012,2012Q1,SUPPLIES AND MATERIALS,101419.36,101419.36
,REPUBLICAN CONFERENCE,2012,2012Q1,PERSONNEL COMPENSATION,317648.86,317648.86
,REPUBLICAN CONFERENCE,2012,2012Q1,TRAVEL,27,27
,REPUBLICAN CONFERENCE,2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",2009.95,2009.95
,REPUBLICAN CONFERENCE,2012,2012Q1,PRINTING AND REPRODUCTION,61.85,61.85
,REPUBLICAN CONFERENCE,2012,2012Q1,OTHER SERVICES,5.95,5.95
,REPUBLICAN CONFERENCE,2012,2012Q1,SUPPLIES AND MATERIALS,10198.1,10198.1
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,548779.96,205804.96
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,857027.29,211197.84
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,TRAVEL,1870.69,872.83
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",756.03,580.67
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,1243.7,0
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,47811.06,37892
,OFFICE OF THE SPEAKER,FISCAL YEAR 2012,2012Q1,PERSONNEL BENEFITS,6249.99,1069.48
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,258576.73,5704.56
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,304979.13,6065.28
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,FRANKED MAIL,1.52,0
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,TRAVEL,2191.58,324.99
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",422.65,124
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,376.31,47.99
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,180.12,180.12
,OFFICE OF THE MAJORITY LEADER,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,28387.19,10277.86
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,667979.36,504591.03
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,1022142.43,405881.66
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,TRAVEL,24015.08,1634.65
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",1590.07,87.19
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,3319.05,1767.5
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,29409.81,7719.36
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,129898.24,117114.96
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,117916.67,1791.66
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,350999.99,6749.99
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,TRAVEL,56.5,40.5
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",73,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,6.5,0
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,30386.36,10185.24
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,360646.67,9104.65
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",2193.89,990.94
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,157.2,0
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,751.54,178.56
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,11703.01,3026.34
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-105750
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-183563.33
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,68652.78,1437.5
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,277915.8,17446.04
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,TRAVEL,995.39,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",70,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,187.8,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,284.8,0
,DEMOCRATIC CAUCUS,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,13729.13,6886.63
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,82986.1,1736.11
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,249404.17,5508.33
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,TRAVEL,10.77,0
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",4018.86,4000
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,8738.49,8683.49
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,287.4,5.95
,REPUBLICAN CONFERENCE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,22008.05,13252.53
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-80000.04
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-161374.98
,MINORITY EMPLOYEES,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-382634.49
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-32499.99
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-22500
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-79424.25
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-88412.49
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,0,-120355.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,647167.7,498067.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,564734.46,437974.31
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,140608.35,84365.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,3842.11,3842.11
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,145408.6,145408.6
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,29189113.22,14467575.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,105554,26665.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,711,711
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",390,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,1651.26,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,680.82,522.93
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,1798.59,1798.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,111.5,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,283150.29,189967.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,11782.15,852.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,34381.67,34381.67
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,79871.54,36446.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",440929.08,264392.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,3371.84,1768.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,600281.01,551789.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,268584.47,168308.66
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,278533.11,248649.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,686940.28,686940.28
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,52479.18,52479.18
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",93.28,79.57
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,286.75,286.75
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,37494.03,26644.03
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,1640,1600
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,56324.2,41783.6
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,106359.21,70881.85
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,201282.33,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,10540,10540
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,157124.82,157124.82
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,1539.59,1539.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",45473.89,38317.2
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,914318,723266
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,300,300
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,632781.97,380781.97
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,3727.47,3727.47
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,290955.02,231304.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,54243,27121.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,2074918.75,1815132.41
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",1001253.81,983990.24
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,158.5,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,244518.61,128858.29
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,30486.66,15786.66
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,2006.26,1422.04
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,230928.04,170978.29
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",104.99,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,4974.51,4974.51
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,121847.95,121847.95
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,2487.02,1178.68
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,11308.65,11308.65
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,634156.86,384165.54
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,1695,1695
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,410427.8,329653.4
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,8819.57,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,117560.56,117385.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,1417.91,1417.91
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,9032095.77,4343134.41
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,TRAVEL,18722.62,10502.24
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",66231.74,39356.62
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,9128.13,8889.71
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,774739.04,416040.43
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,87096.51,72177.6
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,EQUIPMENT,285738.23,221182.77
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,3136.5,3136.5
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,520512.19,261712.54
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,TRAVEL,1554.85,1094.22
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",4000.07,2685.55
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,4462.5,4368.7
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,869.25,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,13790.99,9474.18
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2012,2012Q1,EQUIPMENT,6126.3,3189.18
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,4366103.91,2167311.72
,SERGEANT AT ARMS,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,0,-249.07
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,86250,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,19.2,19.2
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,617916.65,316374.99
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",9718.7,5966.73
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,98.34,76.84
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,2113.05,1048.69
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2012,2012Q1,EQUIPMENT,4032.51,1537.59
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,219499.98,111749.97
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,217053.54,108526.77
,TECHNICAL ASSISTANTS,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,12.8,12.8
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,92820.24,46410.12
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",5536.3,3912.63
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,603.95,603.95
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,537.47,190.95
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,1474428.01,728996.5
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,TRAVEL,4151.25,1597.15
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",14037.52,8590.15
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,290,290
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,78717.37,46559.32
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,11285.18,7569.6
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2012,2012Q1,EQUIPMENT,4166.45,2910
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,79999.98,39999.99
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",90.5,-17.39
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2012,2012Q1,EQUIPMENT,491.4,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,FRANKED MAIL,867.92,538.53
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,1047382.16,532447.64
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",3464.68,2168.24
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,39.9,39.9
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,11574.72,5634.72
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,15842.22,9321.13
,LAW REVISION COUNSEL,FISCAL YEAR 2012,2012Q1,EQUIPMENT,15972.02,3685.59
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,FRANKED MAIL,2.96,1.5
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,3647444.64,1806241.8
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,TRAVEL,583.92,583.92
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",18011.78,10761
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,8.1,0
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,64961.49,59586.66
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,23074.46,12756.39
,LEGISLATIVE COUNSEL,FISCAL YEAR 2012,2012Q1,EQUIPMENT,17164.03,15130.65
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,PERSONNEL COMPENSATION,138614.52,69307.26
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,TRAVEL,100,0
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",3076.39,2520.76
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,PRINTING AND REPRODUCTION,2474.7,1550.9
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,20033.12,6981.27
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2012,2012Q1,EQUIPMENT,1140,570
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,783600.4,164579.89
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2012,2012Q1,EQUIPMENT,140885.71,140885.71
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,198882.52,142940.64
,TECHNOLOGY INFRASTRUCTURE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,31995,15997.5
,IMMEDIATE OFFICE,FISCAL YEAR 2012,2012Q1,SUPPLIES AND MATERIALS,81333.5,81333.5
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,1195,0
,FURNISHINGS & LOGISTICS,FISCAL YEAR 2012,2012Q1,EQUIPMENT,625,0
,CLERK OF THE HOUSE,FISCAL YEAR 2012,2012Q1,OTHER SERVICES,47500,9500
,OEM,FISCAL YEAR 2012,2012Q1,TRAVEL,16.69,0
,OEM,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",13.16,0
,OEM,FISCAL YEAR 2012,2012Q1,TRAVEL,59321.91,32632.61
,OEM,FISCAL YEAR 2012,2012Q1,"RENT, COMMUNICATION, UTILITIES",79070.07,41253.89
