BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,244375,71875
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,666437.34,218171.55
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,227875.02,74375.01
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,1098263.65,353936.09
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,TRAVEL,5114.53,147.75
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",12620,60
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,1977.6,108.4
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,9159.95,759.73
,DEMOCRATIC CAUCUS,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,102444.34,24414.14
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,235422.9,81217.41
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,798067.93,268600.64
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,TRAVEL,2158.65,1180.03
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",7636.29,26.4
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,3826.38,609.99
,REPUBLICAN CONFERENCE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,55723.24,24996.87
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,205122.3,29413.89
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,TRAVEL,105.42,45.38
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",225.14,59.99
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,13213.3,13175
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,35300,15000
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,4769.21,3235.24
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,498309.14,159189.16
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,15000,0
,MINORITY EMPLOYEES,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,762919.15,266948.61
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,388125,129375
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,162756.32,39812.87
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,209602.53,70173
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,357919.44,117038.43
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,282291.63,95129.16
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,TRAVEL,8107.73,8107.73
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",21659.86,21659.86
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,7280.61,4226.72
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,50846.58,50846.58
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,20367.38,20367.38
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,EQUIPMENT,236805.5,17845.19
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,TRAVEL,8971.29,7533.64
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",4091.56,4091.56
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,4867.72,4867.72
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,272649.2,85892.29
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,18908.85,17608.85
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,1711923.09,864298.48
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,EQUIPMENT,79195.05,26398.35
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,3474577.85,2743306.89
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,EQUIPMENT,255479.49,85159.83
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",29789.72,13077.36
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,8.38,0
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,3238.5,1619.25
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,15048.3,7016.66
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,EQUIPMENT,11098.88,2760.82
,CHIEF ADMINISTRATIVE OFFICER,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,513.4,0
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,TRAVEL,22746.35,2213.9
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",753112.1,34596.71
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,253702.07,26374.36
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,571000.97,232324.45
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,EQUIPMENT,97481.37,97481.37
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,TRAVEL,2724.8,2724.8
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,95715,8885
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,EQUIPMENT,298892.08,0
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,104638.41,73021.76
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,2238.7,807.7
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2010,2010Q2,EQUIPMENT,177739.77,88049.49
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRAVEL,89905.44,57264.74
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,35.28,20.33
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",353551.65,134418.44
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,335.9,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,488912.43,104129.88
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,90751.65,25663.32
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,91654.67,9639.93
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",965891.65,292430.84
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,908852.65,6852.65
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,2308.74,1020
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,138936.21,137055.24
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,3512.26,25.8
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,691200.57,333775.11
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,666992.19,169219.94
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1537601.53,437038.86
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,20.35,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",2470273.01,984342.13
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,53674.24,48711.24
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,2379.14,65.72
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1414272.6,979883.39
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",2587,2587
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,10541.09,9628.13
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,23903.67,3520.07
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1191493.79,517594.69
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",197.16,93.51
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,14280,14280
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,4278.74,2540.32
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,111837.36,81467.4
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,52007.45,44452.26
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,1325801.58,391288.5
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,3595.64,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1143151.63,369972.49
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1655040,0
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,94903.8,79639.2
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,23486.3,23009.3
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,339460.78,226094.28
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRAVEL,4506.11,4506.11
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,3903.28,3875
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,284797.6,166871
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,9082.46,3156.68
,HOUSE INFORMATION RESOURCES,FISCAL YEAR 2010,2010Q2,EQUIPMENT,895480.33,237719.97
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,TRAVEL,34625.53,28485.34
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",160307.03,68087.19
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,207.91,0
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,322122.6,133923.24
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,232251.5,73746.65
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,EQUIPMENT,931498.6,263813.16
,CAO OPERATIONS MANAGEMENT,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",-72768,-23440.5
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,TRAVEL,24871.42,10986.53
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,32232.16,14753.95
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",64545.25,24101.48
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,99.8,43.9
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,201814.98,110788.56
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,388084.14,168107.69
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,EQUIPMENT,142306.53,96153.36
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",43.36,0
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,124.5,0
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,1192070.05,511748.24
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,176412.94,34101.35
,COMMUNICATIONS,FISCAL YEAR 2010,2010Q2,EQUIPMENT,1120477.49,629806.49
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,TRAVEL,3300.81,1362.52
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",60220.52,26947.54
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,1978.63,1228.9
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,384789.09,249611.71
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,45571.48,14633.39
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,EQUIPMENT,17820.55,6133.98
,OFFICE OF FINANCE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,45092168.21,15310167.93
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,15258574.08,5182219
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,TRAVEL,46731.43,25404.16
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,TRANSPORTATION OF THINGS,728.75,728.75
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",136142.63,47564.88
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,933.82,-2614.43
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,1117198.6,533186.47
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,295721.4,146826.79
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,EQUIPMENT,289321.76,131572.19
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,7800.5,0
,CLERK OF THE HOUSE,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,9565.5,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,FRANKED MAIL,200,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,791888.37,265874.35
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,TRAVEL,6860.35,2175.81
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",5858.43,2351.44
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,33.9,31.9
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,3326.73,291
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,23707.97,14671.28
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2010,2010Q2,EQUIPMENT,7635.98,4266.29
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,5575833.97,1875395.52
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,TRAVEL,9759.93,1964.71
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",89161.9,43671.01
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,1764.72,1588.75
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,208723.8,82030.71
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,50103.63,18356.52
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,EQUIPMENT,122986.27,93163.82
,SERGEANT AT ARMS,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,92,0
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,129375,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,24.7,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,897874.95,303874.98
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",16916.17,6328.25
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,12.8,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,17075,2700
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,3669.79,2006.34
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2010,2010Q2,EQUIPMENT,2648.41,1208.47
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,230749.95,79249.98
,TECHNICAL ASSISTANTS,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,251546.03,84776.76
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,266937.03,88979.01
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q2,TRAVEL,3414.07,196.3
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",61705.55,20823.54
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,16000,6000
,FORMER SPEAKER HASTERT,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,1943.71,1657.76
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,1986787.61,637255.38
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,TRAVEL,7589.83,3804.91
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",14940.8,5488.4
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,106.8,61.85
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,444307.13,391559.75
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,29480.4,13376.22
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2010,2010Q2,EQUIPMENT,50402.93,47008.57
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,301529.45,99419.73
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,TRAVEL,8668.1,2003.22
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",6526.97,1759.22
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,256.64,6.5
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,40941.81,27602.01
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,11026.84,5631.38
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2010,2010Q2,EQUIPMENT,3033.74,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q2,PERSONNEL COMPENSATION,1724440.34,586812.75
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q2,"RENT, COMMUNICATION, UTILITIES",5604.18,2016.47
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q2,PRINTING AND REPRODUCTION,63.8,31.9
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q2,OTHER SERVICES,68550.08,25412.5
,LAW REVISION COUNSEL,FISCAL YEAR 2010,2010Q2,SUPPLIES AND MATERIALS,37215.7,12131.59
